fixation id,frame,x,y,duration [ms]
926,7100,961.227,290.017,175
927,7105,1042.345,309.985,405
928,7116,950.582,291.562,375
929,7127,635.096,340.721,255
930,7134,997.284,277.242,235
931,7141,773.566,308.178,200
932,7147,651.842,282.638,200
933,7154,695.374,295.64,466
934,7167,981.528,343.223,220
935,7173,914.063,374.815,235
936,7180,685.108,350.18,155
937,7185,866.068,336.698,295
938,7193,930.487,334.549,180
939,7199,688.667,275.191,275
940,7206,705.388,289.55,365
941,7216,965.303,306.073,110
942,7220,1241.898,293.914,80
943,7223,1108.222,306.678,145
944,7227,1009.221,318.925,165
945,7232,1071.171,360.902,230
946,7239,1176.386,385.423,230
947,7245,1182.058,378.696,275
948,7256,717.38,447.133,230
949,7262,842.528,423.848,95
950,7265,827.779,466.751,380
951,7275,850.749,442.383,165
952,7279,789.495,397.942,400
953,7290,776.101,391.166,225
954,7296,819.745,332.227,160
955,7303,849.993,355.271,180
956,7309,1009.357,299.624,230
957,7319,899.324,279.872,205
958,7324,850.619,276.442,365
959,7334,1042.735,294.842,320
960,7343,1026.266,314.692,80
961,7345,936.439,375.734,255
962,7352,806.397,363.586,130
963,7358,1071.746,400.343,135
964,7365,913.75,396.269,180
965,7370,1084.942,473.931,180
966,7375,1006.865,426.051,95
967,7379,693.531,350.514,345
968,7388,778.133,368.398,305
969,7396,925.897,389.216,270
970,7405,678.904,307.669,120
971,7409,565.762,396.966,305
972,7418,956.386,299.216,295
973,7426,858.261,478.822,265
974,7434,509.759,318.311,125
975,7442,861.644,564.718,220
976,7449,624.016,334.207,130
977,7454,650.179,314.232,140
978,7458,657.354,298.977,175
979,7463,704.409,310.434,290
980,7472,967.68,303.736,240
981,7478,816.512,349.096,180
982,7485,539.753,416.5,165
983,7490,726.309,410.708,440
984,7500,804.644,454.604,135
985,7505,726.54,435.006,410
986,7516,885.781,487.174,516
987,7531,896.238,401.6,590
988,7548,570.833,494.313,255
989,7555,890.994,389.404,215
990,7564,852.733,341.593,1021
991,7589,886.325,322.136,315
992,7598,751.846,345.954,145
993,7603,571.989,406.588,340
994,7613,1034.724,278.774,75
995,7629,766.405,912.926,90
996,7634,746.719,902.599,225
997,7640,816.342,894.795,150
998,7645,830.343,889.9,100
999,7648,831.962,914.231,205
1000,7654,828.089,909.295,475
