frame,x,y
1087,838.396,330.988
1087,839.516,334.099
1087,834.225,333.818
1087,835.023,337.447
1087,831.281,328.995
1088,830.174,330.682
1088,829.32,330.345
1088,829.528,329.047
1088,835.869,319.125
1088,838.613,322.047
1088,840.4,322.887
1088,831.899,309.926
1088,836.404,314.075
1089,833.915,319.009
1089,836.55,315.149
1089,835.372,316.314
1089,835.078,319.593
1089,836.558,319.605
1089,836.154,321.736
1089,835.023,323.604
1089,831.047,324.296
1090,830.369,325.043
1090,823.498,318.784
1090,825.015,320.152
1090,830.831,316.922
1090,829.265,316.969
1090,833.513,320.076
1090,828.41,320.769
1090,828.641,321.685
1090,831.659,319.414
1091,834.543,324.473
1091,833.023,320.364
1091,835.74,318.932
1091,836.612,319.169
1091,835.575,316.474
1091,833.971,319.628
1091,836.828,317.847
1091,836.759,318.988
1092,834.139,343.849
1092,860.808,378.825
1092,862.865,403.105
1092,862.698,429.647
1092,861.583,429.039
1092,865.487,436.399
1092,868.826,433.164
1092,869.715,434.281
1093,870.251,436.423
1093,869.566,443.603
1093,863.882,423.783
1093,869.133,422.995
1093,869.845,422.471
1093,868.273,423.59
1093,864.877,423.941
1093,868.249,433.976
1093,865.393,435.422
1094,849.839,440.305
1094,850.091,439.163
1094,850.639,437.051
1094,849.835,435.253
1094,849.043,441.15
1094,846.193,441.276
1094,840.8,449.05
1094,843.224,444.271
1095,842.045,442.426
1095,844.005,446.172
1095,842.977,445.545
1095,850.333,441.499
1095,833.374,448.271
1095,833.678,447.156
1095,836.848,448.303
1095,834.313,443.892
1096,831.687,451.662
1096,833.804,450.5
1096,834.664,451.459
1096,834.021,449.973
1096,837.444,442.832
1096,839.706,444.495
1096,838.114,448.058
1096,838.508,450.369
1096,836.629,459.393
1097,838.896,458.949
1097,843.797,436.712
1097,840.258,467.052
1097,840.153,459.291
1097,839.565,458.217
1097,843.702,457.456
1097,841.676,457.569
1097,840.504,453.799
1098,842.786,465.969
1098,844.591,465.452
1098,840.282,465.732
1098,840.995,474.1
1098,845.031,471.915
1098,850.857,472.912
1098,850.539,473.445
1098,851.428,469.181
1099,860.325,470.204
1099,857.07,470.86
1099,854.836,467.959
1099,859.868,475.407
1099,860.416,475.288
1099,856.947,474.987
1099,854.166,477.555
1099,850.201,474.519
1099,851.319,473.737
1100,848.974,455.087
1100,835.999,437.829
1100,830.199,397.803
1100,826.591,366.979
1100,831.954,329.215
1100,846.308,294.246
1100,829.975,270.945
1100,824.928,272.797
1101,828.936,277.289
1101,833.305,284.118
1101,835.895,274.555
1101,836.656,273.438
1101,817.714,295.164
1101,821.051,295.581
1101,832.248,292.802
1101,831.45,291.762
1102,832.101,297.68
1102,830.181,306.802
1102,824.117,302.365
1102,825.771,301.802
1102,827.498,310.439
1102,832.184,308.965
1102,831.978,309.112
1102,829.673,311.728
1102,829.582,321.119
1103,832.635,324.73
1103,832.849,325.24
1103,831.172,327.413
1103,841.566,329.692
1103,838.831,322.042
1103,839.118,312.34
1103,839.568,313.523
1103,839.137,315.823
1104,839.401,314.334
1104,832.216,315.758
1104,810.099,273.826
1104,807.1,243.593
1104,800.247,227.554
1104,788.879,228.046
1104,798.104,225.743
1104,801.535,229.748
1105,804.369,224.595
1105,808.114,225.19
1105,808.199,224.016
1105,809.503,224.748
1105,807.625,224.25
1105,810.347,229.932
1105,811.543,238.562
1105,807.755,237.755
1105,806.66,242.291
1106,809.01,238.646
1106,808.259,236.647
1106,813.004,239.001
1106,810.692,240.299
1106,810.371,238.395
1106,809.487,238.687
1106,809.751,248.366
1106,813.234,250.4
1107,816.675,253.976
1107,815.269,256.771
1107,814.512,256.449
1107,815.148,258.786
1107,813.835,264.94
1107,810.457,270.677
1107,810.823,284.72
1107,808.931,286.645
1108,808.784,287.526
1108,808.717,284.433
1108,814.602,279.147
1108,813.535,281.659
1108,810.679,284.466
1108,812.921,282.833
1108,811.395,288.084
1108,813.355,291.707
1108,812.1,294.269
1109,810.627,299.134
1109,813.201,301.633
1109,814.988,306.475
1109,818.947,303.706
1109,824.499,306.932
1109,854.226,306.756
1109,882.398,264.26
1109,887.118,281.143
1110,892.286,286.837
1110,897.118,292.013
1110,895.103,291.432
1110,895.375,290.393
1110,896.228,290.083
1110,890.458,302.248
1110,889.961,299.299
1110,888.066,307.799
1111,890.694,295.391
1111,892.25,296.765
1111,890.809,294.333
1111,889.046,293.269
1111,891.111,294.326
1111,892.146,296.991
1111,892.911,296.024
1111,892.549,296.794
1111,893.318,290.641
1112,888.629,290.064
1112,890.036,289.354
1112,889.934,288.532
1112,894.093,296.437
1112,893.831,289.581
1112,892.593,292.018
1112,869.826,270.36
1112,853.543,289.115
1113,822.824,281.626
1113,778.049,284.875
1113,751.214,300.605
1113,726.869,305.231
1113,702.318,294.442
1113,681.021,306.436
1113,687.203,302.348
1113,677.878,320.172
1114,677.592,308.279
1114,679.701,311.537
1114,682.424,307.989
1114,684.996,307.44
1114,688.289,308.946
1114,701.513,299.574
1114,705.99,306.312
1114,705.796,317.044
1114,700.385,322.761
1115,708.546,321.913
1115,708.629,325.081
1115,714.081,328.927
1115,710.105,334.167
1115,714.047,334.034
1115,720.584,331.698
1115,733.499,334.244
1115,734.718,340.692
1116,730.725,343.431
1116,731.465,339.128
1116,731.088,335.161
1116,736.609,325.206
1116,738.18,327.852
1116,738.587,324.745
1116,737.22,320.518
1116,722.771,316.085
1117,702.276,320.037
1117,675.34,336.557
1117,649.016,358.514
1117,653.324,346.965
1117,656.165,347.829
1117,658.687,346.048
1117,662.458,344.273
1117,663.974,346.455
1117,671.377,354.798
1118,669.321,348.478
1118,672.136,349.574
1118,679.819,352.565
1118,687.993,356.179
1118,690.757,352.551
1118,696.545,354.069
1118,697.157,370.415
1118,695.429,371.73
1119,695.437,368.847
1119,696.873,366.994
1119,700.771,367.16
1119,703.66,370.725
1119,709.189,368.375
1119,709.106,368.141
1119,710.894,368.081
1119,717.101,365.128
1120,716.638,365.151
1120,718.851,346.27
1120,718.886,348.697
1120,720.373,353.942
1120,723.52,357.072
1120,727.973,351.735
1120,730.434,352.73
1120,734.375,361.823
1121,734.067,361.41
1121,734.964,361.857
1121,734.565,361.156
1121,734.209,359.826
1121,743.596,359.186
1121,743.289,361.91
1121,745.819,355.331
1121,750.681,360.636
1121,745.144,358.913
1122,747.532,357.46
1122,748.458,356.888
1122,752.326,354.117
1122,758.882,354.297
1122,759.151,354.168
1122,764.316,346.504
1122,764.217,346.653
1122,763.453,346.319
1123,764.572,346.777
1123,763.215,348.777
1123,767.781,351.891
1123,768.873,357.602
1123,768.568,356.765
1123,769.352,358.611
1123,768.675,358.747
1123,768.222,357.089
1124,768.94,357.458
1124,768.465,355.123
1124,771.615,351.368
1124,771.224,351.365
1124,771.773,351.679
1124,771.283,351.783
1124,772.504,345.658
1124,771.32,348.686
1124,773.416,339.964
1125,771.027,341.099
1125,774.627,340.626
1125,778.216,337.011
1125,782.788,344.005
1125,782.465,342.414
1125,778.558,345.329
1125,778.218,341.996
1125,782.528,343.317
1126,785.705,345.632
1126,786.609,344.962
1126,788.731,345.644
1126,791.138,341.504
1126,793.161,343.015
1126,793.146,343.87
1126,795.771,340.099
1126,784.59,343.622
1127,744.043,335.406
1127,707.599,326.049
1127,662.802,319.432
1127,635.039,334.42
1127,599.975,322.034
1127,573.147,317.519
1127,547.132,311.593
1127,548.893,322.104
1127,550.061,313.623
1128,552.228,316.658
1128,553.762,315.549
1128,545.342,307.32
1128,547.206,306.472
1128,548.778,315.799
1128,553.204,310.513
1128,561.492,313.473
1128,566.343,309.676
1129,563.914,306.726
1129,561.611,333.053
1129,568.169,321.199
1129,568.676,315.701
1129,576.163,322.572
1129,577.049,323.287
1129,576.983,323.205
1129,578.85,329.084
1130,574.205,322.986
1130,581.082,319.439
1130,578.058,327.016
1130,578.658,331.066
1130,577.206,330.265
1130,577.456,336.911
1130,578.01,337.506
1130,576.786,338.705
1130,580.566,342.165
1131,579.075,345.107
1131,579.508,345.496
1131,580.561,342.694
1131,580.308,343.545
1131,581.331,342.355
1131,580.526,344.127
1131,578.79,344.306
1131,578.707,345.886
1132,582.834,351.823
1132,581.278,350.003
1132,579.756,347.911
1132,574.417,343.684
1132,575.988,325.687
1132,578.043,324.556
1132,575.436,340.066
1132,573.889,339.567
1133,572.342,343.996
1133,572.06,345.982
1133,572.0,343.644
1133,575.473,348.495
1133,577.913,350.411
1133,592.29,338.205
1133,631.29,348.089
1133,682.47,304.548
1133,729.357,331.396
1134,772.791,323.457
1134,818.189,321.971
1134,840.646,306.952
1134,877.833,298.193
1134,925.391,286.596
1134,934.084,279.448
1134,934.246,282.54
1134,928.919,282.497
1135,929.913,288.888
1135,918.398,275.664
1135,919.367,273.111
1135,917.754,277.398
1135,916.63,282.088
1135,921.098,280.111
1135,926.141,267.208
1135,925.298,272.279
1136,927.835,284.057
1136,929.798,288.686
1136,937.018,306.379
1136,933.967,306.941
1136,928.07,302.925
1136,931.464,310.168
1136,922.368,295.048
1136,927.705,302.349
1136,927.137,302.496
1137,923.453,304.169
1137,922.9,304.096
1137,922.335,305.178
1137,915.566,311.854
1137,919.922,314.382
1137,918.442,317.961
1137,922.161,325.503
1137,919.637,321.05
1138,912.631,318.499
1138,914.122,313.023
1138,914.596,306.144
1138,922.305,305.984
1138,915.433,301.67
1138,914.266,301.884
1138,913.555,314.874
1138,905.866,307.049
1139,904.529,310.952
1139,907.004,308.235
1139,909.054,308.287
1139,909.346,304.428
1139,896.552,296.104
1139,904.106,301.956
1139,903.026,301.823
1139,899.151,314.915
1139,902.39,311.118
1140,891.771,277.118
1140,888.375,279.138
1140,879.812,281.961
1140,874.492,296.621
1140,876.071,295.272
1140,872.05,312.485
1140,862.421,319.735
1140,858.213,313.009
1141,853.6,327.868
1141,843.343,334.67
1141,848.598,338.574
1141,854.897,339.959
1141,851.284,329.558
1141,852.509,325.023
1141,865.563,301.015
1141,846.246,309.071
1142,845.96,311.173
1142,855.501,334.189
1142,853.136,334.69
1142,851.998,316.987
1142,852.751,315.586
1142,851.496,307.005
1142,850.717,305.558
1142,845.744,309.489
1142,836.924,308.699
1143,825.837,304.336
1143,824.853,302.443
1143,828.555,305.074
1143,829.652,305.136
1143,827.64,328.719
1143,826.585,325.271
1143,825.301,323.893
1143,820.769,322.332
1144,819.766,322.235
1144,813.441,327.71
1144,816.972,330.829
1144,812.75,329.603
1144,811.154,327.719
1144,808.679,326.806
1144,806.197,325.639
1144,806.427,325.616
1145,799.722,314.966
1145,812.538,317.141
1145,812.481,319.201
1145,808.508,326.144
1145,803.978,322.439
1145,804.805,320.685
1145,801.631,319.491
1145,799.132,308.529
1145,796.456,309.149
1146,805.638,326.7
1146,801.565,320.646
1146,799.401,307.512
1146,792.627,298.008
1146,792.535,304.356
1146,790.795,301.062
1146,798.191,306.961
1146,796.915,305.162
1147,783.815,300.566
1147,782.058,296.981
1147,782.898,305.651
1147,787.043,303.247
1147,785.541,308.792
1147,784.288,308.304
1147,774.824,317.631
1147,776.133,276.72
1148,781.658,301.493
1148,775.346,308.173
1148,775.523,318.193
1148,766.712,304.021
1148,766.079,302.195
1148,765.307,301.298
1148,747.628,314.699
1148,750.625,304.727
1148,749.17,304.19
1149,745.212,327.175
1149,752.015,318.492
1149,758.528,336.723
1149,752.567,325.211
1149,747.304,329.13
1149,747.552,328.743
1149,747.709,328.819
1149,750.477,326.484
1150,749.785,320.684
1150,750.876,337.004
1150,748.298,329.048
1150,748.307,328.88
1150,746.537,324.218
1150,746.492,324.015
1150,739.013,313.392
1150,741.544,309.753
1151,729.675,305.48
1151,726.247,299.855
1151,704.997,310.365
1151,708.133,334.4
1151,704.94,355.388
1151,706.461,337.677
1151,708.974,326.516
1151,708.276,325.943
1151,707.301,331.028
1152,708.359,335.422
1152,708.575,321.596
1152,708.027,325.11
1152,705.032,328.365
1152,709.695,321.223
1152,699.636,331.254
1152,694.494,339.154
1152,692.653,339.593
1153,692.535,339.428
1153,694.832,331.75
1153,691.733,339.156
1153,693.335,338.908
1153,703.729,331.997
1153,703.883,334.982
1153,703.175,329.28
1153,706.263,329.263
1154,710.288,327.213
1154,711.796,329.169
1154,711.463,326.7
1154,724.164,351.271
1154,720.413,350.275
1154,718.362,348.585
1154,720.375,341.78
1154,722.454,335.273
1154,719.824,334.278
1155,719.682,334.273
1155,726.483,320.71
1155,728.091,324.736
1155,722.232,323.918
1155,722.557,321.958
1155,719.625,317.691
1155,719.32,320.102
1155,717.162,328.901
1156,717.514,324.752
1156,718.322,327.857
1156,720.065,326.143
1156,719.744,326.597
1156,720.715,337.852
1156,718.013,329.32
1156,711.228,331.565
1156,710.095,333.885
1157,716.876,323.512
1157,711.416,335.97
1157,709.041,330.398
1157,707.889,333.46
1157,707.677,321.748
1157,697.556,308.256
1157,700.735,314.317
1157,703.406,312.544
1157,709.777,294.961
1158,703.534,317.658
1158,710.569,323.648
1158,711.252,321.418
1158,691.916,307.195
1158,694.481,308.674
1158,694.795,310.538
1158,694.809,314.344
1158,694.804,310.996
1159,695.149,311.924
1159,688.496,299.978
1159,692.937,307.014
1159,692.764,305.469
1159,690.442,308.579
1159,690.176,308.716
1159,691.736,304.747
1159,691.454,301.716
1160,688.46,295.453
1160,686.838,301.091
1160,685.053,301.66
1160,687.439,292.805
1160,686.658,293.486
1160,683.188,296.954
1160,682.737,298.297
1160,684.245,299.196
1160,692.346,313.471
1161,691.638,312.271
1161,687.716,312.693
1161,675.916,311.25
1161,676.157,308.655
1161,675.563,301.937
1161,685.43,318.24
1161,683.513,311.638
1161,701.511,311.596
1162,730.382,294.17
1162,761.839,295.854
1162,764.075,301.175
1162,775.894,309.716
1162,772.981,305.211
1162,775.656,304.552
1162,774.087,304.301
1162,770.546,303.194
1163,773.65,298.657
1163,766.977,298.257
1163,764.95,298.163
1163,769.259,302.259
1163,767.024,307.838
1163,761.512,306.745
1163,754.947,302.667
1163,749.763,289.711
1164,746.868,300.166
1164,747.35,312.11
1164,744.821,306.693
1164,746.442,305.852
1164,745.279,306.603
1164,738.235,301.873
1164,735.368,298.593
1164,729.857,295.654
1164,722.978,302.604
1165,725.021,294.612
1165,721.406,300.219
1165,717.083,308.648
1165,719.997,312.304
1165,718.976,313.817
1165,721.951,312.594
1165,718.799,324.737
1165,716.782,335.256
1166,714.81,330.478
1166,715.674,327.778
1166,715.035,325.572
1166,716.604,324.968
1166,716.987,321.549
1166,725.559,337.746
1166,720.144,319.771
1166,718.927,315.905
1167,718.628,312.241
1167,713.954,316.797
1167,722.912,318.266
1167,720.204,315.706
1167,731.59,312.798
1167,768.673,334.847
1167,789.676,353.354
1167,833.501,330.871
1167,862.695,323.279
1168,895.211,327.555
1168,915.65,314.954
1168,954.168,287.062
1168,966.434,323.693
1168,967.322,315.182
1168,966.873,303.587
1168,959.742,309.183
1168,955.811,310.081
1169,955.724,310.287
1169,957.54,298.207
1169,951.473,300.914
1169,950.667,302.187
1169,949.067,299.527
1169,941.094,293.666
1169,944.679,289.339
1169,940.758,275.163
1170,938.201,281.176
1170,938.346,281.269
1170,946.002,276.478
1170,947.246,286.3
1170,945.842,282.715
1170,932.611,308.824
1170,937.934,310.255
1170,941.182,305.487
1170,941.126,307.226
1171,943.753,315.924
1171,936.257,293.573
1171,930.712,275.96
1171,937.497,275.302
1171,945.409,292.082
1171,947.623,289.809
1171,947.014,295.145
1171,945.252,297.336
1172,940.016,301.592
1172,941.435,301.548
1172,938.67,297.92
1172,938.691,298.757
1172,934.556,302.067
1172,944.395,300.084
1172,940.881,298.904
1172,927.895,315.539
1173,946.395,311.84
1173,972.801,246.707
1173,970.673,241.815
1173,994.871,244.455
1173,994.69,208.521
1173,1017.307,196.123
1173,1014.816,205.199
1173,1013.464,206.863
1173,991.812,239.861
1174,1006.339,178.554
1174,1004.19,189.488
1174,1003.84,193.565
1174,1003.614,194.5
1174,1002.23,196.493
1174,1002.006,195.516
1174,1006.995,203.113
1174,1007.699,204.086
1175,1008.072,211.315
1175,999.828,207.606
1175,997.889,206.354
1175,992.249,218.358
1175,986.794,220.498
1175,1003.198,236.654
1175,991.8,234.49
1175,991.413,232.725
1176,992.167,252.048
1176,983.578,253.075
1176,989.142,254.527
1176,987.333,253.824
1176,980.451,254.187
1176,980.626,265.757
1176,981.752,267.098
1176,979.389,266.792
1176,975.306,259.197
1177,976.955,253.145
1177,976.995,254.076
1177,974.735,257.971
1177,978.511,249.515
1177,975.578,247.779
1177,975.198,251.991
1177,987.127,235.157
1177,982.751,235.841
1178,983.604,236.166
1178,980.081,237.196
1178,979.666,235.695
1178,977.442,235.622
1178,985.904,226.277
1178,1001.697,228.435
1178,991.374,224.173
1178,989.554,221.492
1179,987.668,230.091
1179,989.302,229.648
1179,994.413,223.443
1179,994.884,223.214
1179,993.926,219.627
1179,997.265,222.652
1179,998.345,220.589
1179,999.016,220.347
1179,999.069,217.247
1180,997.734,217.373
1180,991.569,227.138
1180,987.129,225.812
1180,986.26,223.692
1180,987.72,223.036
1180,985.521,227.494
1180,992.976,214.956
1180,990.649,217.977
1181,998.532,227.038
1181,998.023,227.953
1181,977.347,208.968
1181,971.053,199.503
1181,975.766,205.376
1181,978.886,210.071
1181,980.416,213.033
1181,984.617,215.181
1182,995.789,210.272
1182,990.857,205.547
1182,992.924,202.01
1182,993.028,198.062
1182,994.274,198.229
1182,963.339,206.442
1182,927.514,223.644
1182,913.628,242.233
1182,914.067,250.889
1183,904.857,246.821
1183,903.944,243.875
1183,907.434,240.296
1183,915.063,248.144
1183,906.913,245.947
1183,913.409,246.325
1183,911.118,242.182
1183,909.064,241.061
1184,908.174,236.13
1184,908.049,232.26
1184,902.98,237.244
1184,885.391,233.434
1184,888.067,225.542
1184,892.039,227.116
1184,894.163,230.271
1184,891.61,220.595
1185,896.229,219.313
1185,894.516,228.989
1185,888.907,197.412
1185,890.306,204.081
1185,888.97,211.762
1185,894.351,213.593
1185,894.881,215.952
1185,894.619,212.901
1185,894.95,213.426
1186,896.463,214.359
1186,901.103,218.429
1186,900.695,217.668
1186,903.197,225.35
1186,901.744,215.783
1186,901.591,216.001
1186,903.404,214.274
1186,905.398,213.558
1187,899.432,207.869
1187,900.897,213.447
1187,907.856,213.872
1187,907.628,216.11
1187,913.55,235.116
1187,913.858,236.666
1187,907.303,245.96
1187,907.762,261.474
1188,917.331,258.781
1188,918.415,256.04
1188,914.104,256.09
1188,918.754,252.646
1188,916.65,232.202
1188,922.767,253.11
1188,908.906,297.27
1188,908.573,295.619
1188,889.452,330.002
1189,869.883,362.314
1189,835.977,281.271
1189,838.433,356.875
1189,740.052,534.792
1189,694.35,498.181
1189,737.093,545.901
1189,914.374,418.741
1189,716.472,472.591
1190,813.642,488.412
1190,879.395,504.074
1190,885.166,473.255
1190,875.964,454.963
1190,881.563,495.045
1190,883.307,497.012
1190,865.333,424.441
1190,866.267,385.709
1191,875.415,347.684
1191,910.065,374.066
1191,934.839,328.275
1191,932.256,309.875
1191,944.518,301.862
1191,928.074,334.901
1191,913.077,318.267
1191,931.696,296.326
1191,923.132,307.109
1192,919.781,305.266
1192,917.666,306.095
1192,919.329,298.681
1192,927.508,301.163
1192,929.042,323.308
1192,940.969,275.393
1192,939.49,280.366
1192,936.548,282.626
1193,939.337,281.728
1193,942.857,278.204
1193,945.019,293.808
1193,946.719,296.574
1193,945.906,297.187
1193,951.895,300.732
1193,949.98,297.195
1193,944.955,305.941
1194,933.825,303.256
1194,934.78,302.266
1194,936.8,304.084
1194,931.626,304.333
1194,925.45,298.267
1194,923.844,297.297
1194,922.518,293.862
1194,916.594,294.526
1194,929.786,303.927
1195,930.201,298.71
1195,922.789,311.36
1195,929.094,313.108
1195,931.371,311.902
1195,931.963,306.205
1195,927.208,295.655
1195,930.619,261.473
1195,953.89,244.401
1196,948.327,230.475
1196,949.148,230.791
1196,950.539,229.166
1196,960.25,234.853
1196,983.899,209.12
1196,973.818,211.545
1196,973.975,214.02
1196,970.116,206.75
1197,961.83,206.303
1197,968.617,203.032
1197,970.802,208.236
1197,969.182,207.309
1197,985.715,213.835
1197,981.966,213.683
1197,978.651,215.963
1197,976.118,216.576
1197,975.066,217.224
1198,972.643,216.401
1198,964.081,213.13
1198,961.923,216.686
1198,963.384,217.537
1198,964.895,217.23
1198,962.319,218.229
1198,960.638,215.159
1198,957.026,215.546
1199,949.414,193.192
1199,951.645,196.334
1199,952.987,209.213
1199,948.347,208.145
1199,947.918,208.113
1199,955.144,209.297
1199,951.093,211.564
1199,945.804,223.747
1200,942.287,218.617
1200,932.465,206.096
1200,932.787,207.518
1200,940.566,215.69
1200,940.657,215.811
1200,939.963,215.114
1200,930.875,215.813
1200,930.895,212.409
1200,928.722,210.006
1201,931.642,216.485
1201,928.962,206.762
1201,929.513,212.937
1201,931.531,215.129
1201,931.539,216.308
1201,932.872,220.003
1201,930.6,220.247
1201,926.01,228.231
1202,931.445,229.225
1202,916.523,230.074
1202,913.349,228.957
1202,929.233,222.131
1202,922.623,237.691
1202,917.33,239.51
1202,903.507,265.716
1202,910.06,270.65
1203,900.408,281.257
1203,896.898,278.018
1203,901.44,272.901
1203,900.712,273.228
1203,899.805,274.882
1203,899.568,271.858
1203,895.444,262.524
1203,895.779,261.188
1203,895.816,258.689
1204,899.868,270.131
1204,900.264,272.196
1204,898.394,277.328
1204,894.21,279.294
1204,894.664,279.161
1204,895.417,276.019
1204,895.423,267.736
1204,897.853,266.658
1205,891.065,278.113
1205,891.648,272.219
1205,894.214,263.575
1205,893.783,260.746
1205,894.239,263.827
1205,900.733,264.727
1205,899.184,272.127
1205,899.735,263.105
1206,896.523,263.848
1206,892.337,265.767
1206,891.442,265.878
1206,889.201,265.722
1206,885.874,268.544
1206,886.431,271.022
1206,881.557,267.414
1206,883.268,265.31
1207,885.336,265.965
1207,885.08,265.383
1207,892.24,270.054
1207,890.937,288.681
1207,908.572,325.165
1207,919.318,347.295
1207,917.345,361.751
1207,916.849,381.109
1207,912.858,387.438
1208,913.823,382.144
1208,918.594,380.464
1208,920.397,379.149
1208,922.292,382.741
1208,923.926,381.173
1208,930.011,372.778
1208,930.584,373.172
1208,930.758,374.687
1209,925.394,378.303
1209,923.511,375.98
1209,920.328,368.857
1209,937.68,368.001
1209,936.482,343.894
1209,941.263,315.338
1209,943.671,335.981
1209,944.775,338.716
1210,947.201,343.852
1210,951.175,353.704
1210,950.217,333.955
1210,955.207,327.456
1210,953.804,333.134
1210,952.76,335.073
1210,955.038,334.899
1210,958.531,335.043
1210,949.051,330.539
1211,947.471,332.123
1211,946.49,329.745
1211,946.302,338.036
1211,950.662,340.434
1211,954.04,344.933
1211,953.779,343.933
1211,952.924,340.597
1211,953.783,329.695
1212,945.873,322.103
1212,946.364,318.7
1212,945.729,317.095
1212,945.584,321.046
1212,957.388,324.129
1212,956.738,321.212
1212,954.213,327.8
1212,953.323,329.442
1213,951.574,329.292
1213,949.019,333.168
1213,950.919,317.362
1213,938.082,318.173
1213,940.164,319.388
1213,940.935,314.413
1213,945.147,301.556
1213,942.978,302.473
1213,947.851,304.593
1214,956.872,305.558
1214,956.562,303.447
1214,952.833,287.2
1214,948.891,294.62
1214,937.113,294.341
1214,899.288,291.273
1214,869.701,307.067
1214,821.307,297.158
1215,808.482,301.192
1215,778.925,299.54
1215,773.299,290.034
1215,774.859,294.318
1215,770.217,299.619
1215,768.962,303.334
1215,768.882,303.892
1215,767.889,306.234
1216,764.663,308.124
1216,765.466,308.027
1216,765.509,309.934
1216,766.088,311.766
1216,764.423,309.44
1216,766.306,307.869
1216,772.916,297.894
1216,774.959,297.894
1216,778.085,287.279
1217,778.306,291.284
1217,780.958,291.972
1217,782.604,293.537
1217,783.035,289.517
1217,784.293,286.562
1217,784.203,282.184
1217,785.659,284.463
1217,795.383,252.719
1218,795.611,274.038
1218,791.424,273.978
1218,798.019,280.62
1218,794.954,279.175
1218,796.911,279.588
1218,798.995,274.149
1218,795.19,279.994
1218,794.649,281.846
1219,800.752,271.91
1219,800.334,269.11
1219,799.326,282.026
1219,806.099,284.796
1219,804.109,289.993
1219,800.937,287.342
1219,798.181,292.231
1219,799.153,297.294
1219,798.714,288.479
1220,801.788,288.753
1220,802.326,286.772
1220,804.446,290.281
1220,809.441,295.178
1220,807.78,296.123
1220,807.852,295.89
1220,802.806,308.391
1220,799.466,317.402
1221,801.895,316.94
1221,805.081,314.827
1221,807.338,308.013
1221,812.595,302.861
1221,815.808,304.041
1221,812.173,279.882
1221,833.672,283.271
1221,828.308,289.817
1222,824.515,288.829
1222,794.025,282.891
1222,781.982,288.454
1222,772.841,296.752
1222,762.186,300.529
1222,759.621,297.357
1222,749.157,297.23
1222,754.007,292.116
1222,756.585,294.106
1223,765.128,281.457
1223,763.99,284.655
1223,762.723,281.614
1223,766.004,282.464
1223,768.313,274.807
1223,768.94,276.087
1223,769.051,282.543
1223,767.662,280.494
1224,770.481,279.991
1224,773.217,279.261
1224,779.627,274.779
1224,781.277,277.531
1224,782.7,275.989
1224,781.987,283.587
1224,782.062,282.651
1224,781.563,282.282
1225,782.017,282.977
1225,785.897,264.181
1225,787.448,272.328
1225,790.591,278.088
1225,789.329,271.057
1225,784.186,272.531
1225,784.376,274.005
1225,782.542,272.853
1225,784.716,267.931
1226,776.8,256.553
1226,771.387,269.331
1226,773.103,264.067
1226,776.364,265.034
1226,775.398,263.918
1226,774.755,263.295
1226,779.579,254.002
1226,771.838,264.312
1227,775.493,267.979
1227,775.829,258.797
1227,780.976,263.865
1227,781.69,262.28
1227,781.951,269.419
1227,786.299,257.358
1227,789.388,256.336
1227,788.145,264.963
1228,790.796,264.067
1228,790.145,263.557
1228,792.117,258.499
1228,787.323,254.219
1228,792.992,254.142
1228,788.249,250.571
1228,794.429,246.532
1228,794.462,248.909
1228,802.814,267.971
1229,787.95,251.693
1229,797.309,267.611
1229,795.16,266.988
1229,796.44,259.202
1229,794.818,261.557
1229,793.146,269.419
1229,791.364,270.223
1229,791.835,269.993
1230,793.006,266.782
1230,796.512,264.778
1230,794.957,268.239
1230,801.279,276.404
1230,811.619,290.715
1230,827.897,287.276
1230,851.052,292.564
1230,858.088,286.196
1231,854.561,286.517
1231,853.371,285.883
1231,853.098,285.226
1231,857.708,292.422
1231,855.002,293.395
1231,856.471,296.876
1231,854.939,293.809
1231,854.426,300.184
1231,856.932,294.429
1232,859.515,292.562
1232,858.91,292.844
1232,859.216,292.026
1232,859.697,294.548
1232,851.28,309.932
1232,850.563,307.778
1232,849.814,306.641
1232,850.513,303.643
1233,851.11,303.965
1233,850.925,302.004
1233,847.793,287.846
1233,847.801,288.023
1233,847.452,284.361
1233,849.984,283.442
1233,851.096,271.142
1233,851.746,267.473
1234,854.674,270.456
1234,856.227,264.232
1234,853.992,263.774
1234,850.628,260.313
1234,849.834,263.957
1234,862.797,271.608
1234,856.891,264.968
1234,856.281,259.392
1234,857.521,265.26
1235,854.429,256.807
1235,845.428,244.333
1235,851.408,243.354
1235,848.847,248.023
1235,850.839,273.722
1235,850.432,243.662
1235,844.645,254.812
1235,840.669,265.363
1236,837.271,254.746
1236,837.631,257.789
1236,836.398,260.015
1236,835.632,266.986
1236,832.695,259.173
1236,818.49,278.807
1236,786.891,273.892
1236,780.753,299.38
1237,760.021,298.415
1237,741.464,286.291
1237,737.703,283.009
1237,739.661,284.248
1237,739.408,295.275
1237,744.016,312.617
1237,743.925,306.513
1237,739.275,306.928
1237,739.718,295.433
1238,739.428,296.408
1238,739.82,297.738
1238,727.685,329.715
1238,730.913,323.962
1238,735.437,319.524
1238,734.787,314.561
1238,740.962,326.942
1238,736.801,324.416
1239,747.423,302.611
1239,745.424,317.622
1239,747.913,315.098
1239,749.02,332.952
1239,756.459,315.494
1239,758.861,313.361
1239,763.5,323.127
1239,765.799,301.578
